-9.42478 1.00007
-9.32478 -94.3005
-9.22478 -126.111
-9.12478 -121.565
-9.02478 -98.7783
-8.92478 -69.3212
-8.82478 -40.1143
-8.72478 -14.8728
-8.62478 4.81799
-8.52478 18.7141
-8.42478 27.349
-8.32478 31.6429
-8.22478 32.6422
-8.12478 31.3567
-8.02478 28.6673
-7.92478 25.2826
-7.82478 21.7299
-7.72478 18.3664
-7.62478 15.4035
-7.52478 12.9355
-7.42478 10.9703
-7.32478 9.45764
-7.22478 8.31388
-7.12478 7.44177
-7.02478 6.74564
-6.92478 6.1419
-6.82478 5.56526
-6.72478 4.97147
-6.62478 4.33728
-6.52478 3.65827
-6.42478 2.9454
-6.32478 2.22076
-6.22478 1.51304
-6.12478 0.853274
-6.02478 0.270968
-5.92478 -0.208966
-5.82478 -0.568512
-5.72478 -0.79796
-5.62478 -0.896465
-5.52478 -0.871828
-5.42478 -0.739618
-5.32478 -0.521761
-5.22478 -0.244754
-5.12478 0.0623395
-5.02478 0.369976
-4.92478 0.650144
-4.82478 0.878203
-4.72478 1.03444
-4.62478 1.10526
-4.52478 1.08402
-4.42478 0.97138
-4.32478 0.775257
-4.22478 0.510404
-4.12478 0.197579
-4.02478 -0.137567
-3.92478 -0.465847
-3.82478 -0.756074
-3.72478 -0.976673
-3.62478 -1.09731
-3.52478 -1.09048
-3.42478 -0.932884
-3.32478 -0.606743
-3.22478 -0.100727
-3.12478 0.589312
-3.02478 1.45995
-2.92478 2.50014
-2.82478 3.69142
-2.72478 5.00852
-2.62478 6.42021
-2.52478 7.89035
-2.42478 9.37923
-2.32478 10.845
-2.22478 12.2451
-2.12478 13.5382
-2.02478 14.6851
-1.92478 15.6508
-1.82478 16.4055
-1.72478 16.9255
-1.62478 17.1948
-1.52478 17.2047
-1.42478 16.9551
-1.32478 16.4537
-1.22478 15.7163
-1.12478 14.7659
-1.02478 13.6318
-0.924778 12.3487
-0.824778 10.9555
-0.724778 9.4936
-0.624778 8.00533
-0.524778 6.53269
-0.424778 5.1156
-0.324778 3.7905
-0.224778 2.58903
-0.124778 1.53693
-0.024778 0.65317
0.075222 -0.0506252
0.175222 -0.570471
0.275222 -0.909962
0.375222 -1.07991
0.475222 -1.09766
0.575222 -0.986101
0.675222 -0.772491
0.775222 -0.486986
0.875222 -0.161112
0.975222 0.173872
1.07522 0.488597
1.17522 0.757117
1.27522 0.958288
1.37522 1.0769
1.47522 1.10453
1.57522 1.03999
1.67522 0.889402
1.77522 0.665887
1.87522 0.38875
1.97522 0.0823216
2.07522 -0.225577
2.17522 -0.505453
2.27522 -0.72815
2.37522 -0.866928
2.47522 -0.899485
2.57522 -0.809763
2.67522 -0.589388
2.77522 -0.238598
2.87522 0.23349
2.97522 0.809381
3.07522 1.46455
3.17522 2.16967
3.27522 2.89364
3.37522 3.60742
3.47522 4.28825
3.57522 4.92419
3.67522 5.51837
3.77522 6.09263
3.87522 6.68969
3.97522 7.37349
4.07522 8.22659
4.17522 9.34427
4.27522 10.8244
4.37522 12.7526
4.47522 15.1828
4.57522 18.1126
4.67522 21.4554
4.77522 25.0102
4.87522 28.4315
4.97522 31.2055
5.07522 32.6368
5.17522 31.8559
5.27522 27.8592
5.37522 19.5969
5.47522 6.12951
5.57522 -13.1203
5.67522 -37.9879
5.77522 -67.0181
5.87522 -96.6957
5.97522 -120.393
6.07522 -126.961
6.17522 -98.8639
6.27522 -9.76087
