-9.42478 1
-9.32478 1.37465
-9.22478 1.8986
-9.12478 2.57184
-9.02478 3.39438
-8.92478 4.36622
-8.82478 5.48736
-8.72478 6.76801
-8.62478 8.23611
-8.52478 9.89327
-8.42478 11.7395
-8.32478 13.7747
-8.22478 15.999
-8.12478 18.322
-8.02478 20.027
-7.92478 20.9597
-7.82478 21.1203
-7.72478 20.5087
-7.62478 19.1249
-7.52478 16.9798
-7.42478 14.6769
-7.32478 12.563
-7.22478 10.6382
-7.12478 8.9024
-7.02478 7.35567
-6.92478 5.99798
-6.82478 4.8144
-6.72478 3.78046
-6.62478 2.89582
-6.52478 2.16048
-6.42478 1.57444
-6.32478 1.13769
-6.22478 0.833907
-6.12478 0.591925
-6.02478 0.403463
-5.92478 0.26852
-5.82478 0.187096
-5.72478 0.15919
-5.62478 0.181598
-5.52478 0.204004
-5.42478 0.2091
-5.32478 0.196885
-5.22478 0.167359
-5.12478 0.120522
-5.02478 0.0563815
-4.92478 -0.00416805
-4.82478 -0.0416413
-4.72478 -0.0560384
-4.62478 -0.0473592
-4.52478 -0.0156037
-4.42478 0.039228
-4.32478 0.106241
-4.22478 0.157367
-4.12478 0.191182
-4.02478 0.207687
-3.92478 0.20688
-3.82478 0.188763
-3.72478 0.16055
-3.62478 0.175194
-3.52478 0.243357
-3.42478 0.365039
-3.32478 0.540241
-3.22478 0.768961
-3.12478 1.05255
-3.02478 1.45231
-2.92478 2.00136
-2.82478 2.69971
-2.72478 3.54735
-2.62478 4.5443
-2.52478 5.69054
-2.42478 7.00164
-2.32478 8.50154
-2.22478 10.1905
-2.12478 12.0685
-2.02478 14.1355
-1.92478 16.3916
-1.82478 18.6627
-1.72478 20.2378
-1.62478 21.0408
-1.52478 21.0715
-1.42478 20.3301
-1.32478 18.8164
-1.22478 16.5794
-1.12478 14.3082
-1.02478 12.2261
-0.924778 10.3331
-0.824778 8.6291
-0.724778 7.11416
-0.624778 5.78823
-0.524778 4.6301
-0.424778 3.62127
-0.324778 2.76174
-0.224778 2.0515
-0.124778 1.49056
-0.024778 1.07892
0.075222 0.789475
0.175222 0.556493
0.275222 0.37703
0.375222 0.251086
0.475222 0.17866
0.575222 0.159754
0.675222 0.186576
0.775222 0.206072
0.875222 0.208257
0.975222 0.193131
1.07522 0.160694
1.17522 0.110947
1.27522 0.0445864
1.37522 -0.012083
1.47522 -0.045676
1.57522 -0.0561929
1.67522 -0.0436335
1.77522 -0.0079978
1.87522 0.0507141
1.97522 0.116049
2.07522 0.164264
2.17522 0.195168
2.27522 0.208762
2.37522 0.205045
2.47522 0.184017
2.57522 0.159269
2.67522 0.182912
2.77522 0.260075
2.87522 0.390756
2.97522 0.574956
3.07522 0.812676
3.17522 1.10933
3.27522 1.53419
3.37522 2.10834
3.47522 2.83179
3.57522 3.70454
3.67522 4.72659
3.77522 5.89799
3.87522 7.24062
3.97522 8.7723
4.07522 10.493
4.17522 12.4028
4.27522 14.5016
4.37522 16.7895
4.47522 18.9816
4.57522 20.4268
4.67522 21.0999
4.77522 21.0008
4.87522 20.1295
4.97522 18.4861
5.07522 16.1843
5.17522 13.9449
5.27522 11.8946
5.37522 10.0334
5.47522 8.36115
5.57522 6.87799
5.67522 5.58306
5.77522 4.45003
5.87522 3.4663
5.97522 2.63187
6.07522 1.94674
6.17522 1.4109
6.27522 1.02436
